"filename","AB","AF","AU","BP","C1","CC","CH","CL","CR","CT","CY","DE","DI","DT","EM","EP","FN","FU","FX","GA","GE","ID","IS","J9","JI","LA","LT","MC","MI","NR","PA","PD","PG","PI","PN","PS","PT","PU","PY","RI","RID","OI","PM","RP","SC","SI","SN","SO","SU","TA","TC","TI","UT","VR","VL","WC","Z9","refID"
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Garcia-Franco, JG
Burgoa, DM
Perez, TM
","Garcia-Franco, JG
Burgoa, DM
Perez, TM
","538
","Inst Ecol AC, Dept Ecol Vegetal, Xalapa 91000, Veracruz, Mexico.
Natl Autonomous Univ Mexico, Inst Biol, Dept Zool, Mexico City 04510, DF, Mexico.
",NA,NA,NA,NA,NA,NA,NA,"10.1646/0006-3606(2001)033[0538:HFMATS]2.0.CO;2
",NA,NA,"542
","ISI Export Format
",NA,NA,NA,NA,NA,"3
",NA,NA,NA,NA,NA,NA,NA,NA,"SEP
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Garcia-Franco, JG (reprint author), Inst Ecol AC, Dept Ecol Vegetal, AP 63, Xalapa 91000, Veracruz, Mexico
",NA,NA,"0006-3606
","BIOTROPICA
",NA,NA,"7
","Hummingbird flower mites and Tillandsia spp. (Bromeliaceae): Polyphagy
in a cloud forest of Veracruz, Mexico
","WOS:000171709800018
","1.0
","33
",NA,"7
",24
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Roemer, GW
Smith, DA
Garcelon, DK
Wayne, RK
","Roemer, GW
Smith, DA
Garcelon, DK
Wayne, RK
","1
","Univ Calif Los Angeles, Dept Organism Biol Ecol & Evol, Los Angeles, CA 90095 USA.
Inst Wildlife Studies, Arcata, CA 95518 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1017/S0952836901001066
",NA,NA,"14
","ISI Export Format
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SEP
",NA,NA,"Part 1
",NA,"J
",NA,"2001
",NA,NA,NA,NA,"Roemer, GW (reprint author), New Mexico State Univ, Dept Fisheries & Wildlife Sci, Las Cruces, NM 88003 USA
",NA,NA,"0952-8369
","JOURNAL OF ZOOLOGY
",NA,NA,"44
","The behavioural ecology of the island fox (Urocyon littoralis)
","WOS:000171089900001
","1.0
","255
",NA,"46
",25
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Estrada, A
Coates-Estrada, R
","Estrada, A
Coates-Estrada, R
","627
","Univ Nacl Autonoma Mexico, Inst Biol, Estac Biol Los Tuxtlas, San Andres Tuxtla, Veracruz, Mexico.
",NA,NA,NA,NA,NA,NA,NA,"10.1017/S026646740100147X
",NA,"aestrada@primatesmx.com
","646
","ISI Export Format
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SEP
",NA,NA,"Part 5
",NA,"J
",NA,"2001
","A-1443-2008",NA,NA,NA,"Estrada, A (reprint author), Univ Nacl Autonoma Mexico, Inst Biol, Estac Biol Los Tuxtlas, Apartado Postal 176, San Andres Tuxtla, Veracruz, Mexico
",NA,NA,"0266-4674
","JOURNAL OF TROPICAL ECOLOGY
",NA,NA,"25
","Species composition and reproductive phenology of bats in a tropical
landscape at Los Tuxtlas, Mexico
","WOS:000172582800001
","1.0
","17
",NA,"27
",26
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Otero-Arnaiz, A
Oyama, K
","Otero-Arnaiz, A
Oyama, K
","745
","Univ Nacl Autonoma Mexico, Inst Ecol, Mexico City 04510, DF, Mexico.
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"754
","ISI Export Format
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SEP
",NA,NA,"Part 5
",NA,"J
",NA,"2001
",NA,NA,NA,NA,"Otero-Arnaiz, A (reprint author), Univ Nacl Autonoma Mexico, Inst Ecol, Apartado Postal 70-275, Mexico City 04510, DF, Mexico
",NA,NA,"0266-4674
","JOURNAL OF TROPICAL ECOLOGY
",NA,NA,"16
","Reproductive phenology, seed-set and pollination in Chamaedorea
alternans, an understorey dioecious palm in a rain forest in Mexico
","WOS:000172582800009
","1.0
","17
",NA,"18
",27
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Wolf, JHD
Konings, CJF
","Wolf, JHD
Konings, CJF
","23
","Colegio La Frontera Sur, San Cristobal De Casas, Chiapas, Mexico.
",NA,NA,NA,NA,NA,NA,NA,"10.1016/S0006-3207(01)00053-2
",NA,NA,"31
","ISI Export Format
",NA,NA,NA,NA,NA,"1
",NA,NA,NA,NA,NA,NA,NA,NA,"SEP
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Wolf, JHD (reprint author), Univ Amsterdam, Inst Biodivers & Ecosyst Dynam, Hugo de Vries Lab, POB 94062, NL-1090 GB Amsterdam, Netherlands
",NA,NA,"0006-3207
","BIOLOGICAL CONSERVATION
",NA,NA,"20
","Toward the sustainable harvesting of epiphytic bromeliads: a pilot study
from the highlands of Chiapas, Mexico
","WOS:000170364700004
","1.0
","101
",NA,"22
",28
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Zambrano, L
Scheffer, M
Martinez-Ramos, M
","Zambrano, L
Scheffer, M
Martinez-Ramos, M
","344
","Agr Univ Wageningen, Dept Aquat Ecol & Water Qual Management, NL-6700 DD Wageningen, Netherlands.
Univ Nacl Autonoma Mexico, Inst Ecol, Morelia 58089, Michoacan, Mexico.
",NA,NA,NA,NA,NA,NA,NA,"10.1034/j.1600-0706.2001.940215.x
",NA,"zambrano@ibiologia.unam.mx
","350
","ISI Export Format
",NA,NA,NA,NA,NA,"2
",NA,NA,NA,NA,NA,NA,NA,NA,"AUG
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Zambrano, L (reprint author), Univ Nacl Autonoma Mexico, Inst Biol, Dept Zool, Apdo Post 70-153, Mexico City 04510, DF, Mexico
",NA,NA,"0030-1299
","OIKOS
",NA,NA,"53
","Catastrophic response of lakes to benthivorous fish introduction
","WOS:000171173200015
","1.0
","94
",NA,"53
",29
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Ernest, SKM
Brown, JH
","Ernest, SKM
Brown, JH
","2118
","Univ New Mexico, Dept Biol, Albuquerque, NM 87131 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.2307/2680220
",NA,NA,"2132
","ISI Export Format
",NA,NA,NA,NA,NA,"8
",NA,NA,NA,NA,NA,NA,NA,NA,"AUG
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Ernest, SKM (reprint author), Texas Tech Univ, Dept Biol Sci, Lubbock, TX 79409 USA
",NA,NA,"0012-9658
","ECOLOGY
",NA,NA,"57
","Homeostasis and compensation: The role of species and resources in
ecosystem stability
","WOS:000170452600003
","1.0
","82
",NA,"59
",30
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Floater, GJ
","Floater, GJ
","447
","Univ Queensland, Dept Zool & Entomol, Brisbane, Qld 4072, Australia.
Natl Autonomous Univ Mexico, Inst Ecol, Dept Evolutionary Ecol, Mexico City 04510, DF, Mexico.
",NA,NA,NA,NA,NA,NA,NA,"10.2307/3100068
",NA,NA,"468
","ISI Export Format
",NA,NA,NA,NA,NA,"3
",NA,NA,NA,NA,NA,NA,NA,NA,"AUG
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Floater, GJ (reprint author), Univ Cambridge Queens Coll, Cambridge CB3 9ET, England, England
",NA,NA,"0012-9615
","ECOLOGICAL MONOGRAPHS
",NA,NA,"13
","Habitat complexity, spatial interference, and ""minimum risk
distribution"": A framework for population stability
","WOS:000170305800006
","1.0
","71
",NA,"14
",31
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Levin, LA
Boesch, DF
Covich, A
Dahm, C
Erseus, C
Ewel, KC
Kneib, RT
Moldenke, A
Palmer, MA
Snelgrove, P
Strayer, D
Weslawski, JM
","Levin, LA
Boesch, DF
Covich, A
Dahm, C
Erseus, C
Ewel, KC
Kneib, RT
Moldenke, A
Palmer, MA
Snelgrove, P
Strayer, D
Weslawski, JM
","430
","Scripps Inst Oceanog, Marine Life Res Grp, La Jolla, CA 92093 USA.
Univ Maryland, Ctr Environm Studies, Cambridge, MD 21613 USA.
Colorado State Univ, Ft Collins, CO 80523 USA.
Univ New Mexico, Dept Biol, Albuquerque, NM 87131 USA.
Swedish Museum Nat Hist, Dept Invertebrate Zool, SE-10405 Stockholm, Sweden.
US Forest Serv, Pacific SW Res Stn, USDA, Inst Pacific Isl Forestry, Honolulu, HI 96813 USA.
Univ Georgia, Inst Marine, Sapelo Isl, GA 31327 USA.
Oregon State Univ, Dept Entomol, Corvallis, OR 97331 USA.
Univ Maryland, Dept Biol, College Pk, MD 20742 USA.
Mem Univ Newfoundland, Fisheries Conservat Grp, St Johns, NF A1C 5R3, Canada.
Polish Acad Sci, Inst Oceanol, PL-81712 Sopot, Poland.
",NA,NA,NA,NA,NA,NA,NA,"10.1007/s10021-001-0021-4
",NA,NA,"451
","ISI Export Format
",NA,NA,NA,NA,NA,"5
",NA,NA,NA,NA,NA,NA,NA,NA,"AUG
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Levin, LA (reprint author), Scripps Inst Oceanog, Marine Life Res Grp, La Jolla, CA 92093 USA
",NA,NA,"1432-9840
","ECOSYSTEMS
",NA,NA,"107
","The function of marine critical transition zones and the importance of
sediment biodiversity
","WOS:000170563400006
","1.0
","4
",NA,"110
",32
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Radford, IJ
Nicholas, DM
Brown, JR
Kriticos, DJ
","Radford, IJ
Nicholas, DM
Brown, JR
Kriticos, DJ
","338
","CSIRO, Div Sustainable Ecosyst, Davies Lab, Townsville, Qld 4814, Australia.
New Mexico State Univ, USDA ARS, Jornada Expt Range, Dept 3JER, Las Cruces, NM 88003 USA.
CSIRO, Div Entomol, Canberra, ACT 2601, Australia.
",NA,NA,NA,NA,NA,NA,NA,"10.1046/j.1442-9993.2001.01119.x
",NA,NA,"348
","ISI Export Format
",NA,NA,NA,NA,NA,"4
",NA,NA,NA,NA,NA,NA,NA,NA,"AUG
",NA,NA,NA,NA,"J
",NA,"2001
","A-4170-2008",NA,NA,NA,"Radford, IJ (reprint author), CSIRO, Div Sustainable Ecosyst, Davies Lab, PMB PO Aitkenvale, Townsville, Qld 4814, Australia
",NA,NA,"1442-9985
","AUSTRAL ECOLOGY
",NA,NA,"14
","Paddock-scale patterns of seed production and dispersal in the invasive
shrub Acacia nilotica (Mimosaceae) in northern Australian rangelands
","WOS:000170353600004
","1.0
","26
",NA,"16
",33
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Bestelmeyer, BT
Wiens, JA
","Bestelmeyer, BT
Wiens, JA
","381
","Colorado State Univ, Dept Biol, Ft Collins, CO 80523 USA.
Colorado State Univ, Grad Degree Program Ecol, Ft Collins, CO 80523 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1034/j.1600-0587.2001.d01-194.x
",NA,NA,"392
","ISI Export Format
",NA,NA,NA,NA,NA,"4
",NA,NA,NA,NA,NA,NA,NA,NA,"AUG
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Bestelmeyer, BT (reprint author), New Mexico State Univ, USDA ARS, MSC 3JER Box 30003, Las Cruces, NM 88003 USA
",NA,NA,"0906-7590
","ECOGRAPHY
",NA,NA,"21
","Local and regional-scale responses of ant diversity to a semiarid biome
transition
","WOS:000171753300002
","1.0
","24
",NA,"22
",34
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Hernandez-Verdugo, S
Oyama, K
Vazquez-Yanes, C
","Hernandez-Verdugo, S
Oyama, K
Vazquez-Yanes, C
","245
","Univ Nacl Autonoma Mexico, Inst Ecol, Mexico City 04510, DF, Mexico.
Univ Autonoma Sinaloa, Fac Agron, Culiacan, Sinaloa, Mexico.
",NA,NA,NA,NA,NA,NA,NA,"10.1023/A:1013234100003
",NA,NA,"257
","ISI Export Format
",NA,NA,NA,NA,NA,"2
",NA,NA,NA,NA,NA,NA,NA,NA,"AUG
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Oyama, K (reprint author), Univ Nacl Autonoma Mexico, Inst Ecol, Apdo Postal 70-275, Mexico City 04510, DF, Mexico
",NA,NA,"1385-0237
","PLANT ECOLOGY
",NA,NA,"3
","Differentiation in seed germination among populations of Capsicum annuum
along a latitudinal gradient in Mexico
","WOS:000172719500011
","1.0
","155
",NA,"4
",35
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Muldavin, EH
Neville, P
Harper, G
","Muldavin, EH
Neville, P
Harper, G
","844
","Univ New Mexico, New Mexico Nat Heritage Program, Dept Biol, Albuquerque, NM 87131 USA.
Univ New Mexico, Earth Data Anal Ctr, Albuquerque, NM 87131 USA.
Pueblo Santa Ana, Bernalillo, NM 87004 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1046/j.1523-1739.2001.015004844.x
",NA,NA,"855
","ISI Export Format
",NA,NA,NA,NA,NA,"4
",NA,NA,NA,NA,NA,NA,NA,NA,"AUG
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Muldavin, EH (reprint author), Univ New Mexico, New Mexico Nat Heritage Program, Dept Biol, Castetter Hall 167, Albuquerque, NM 87131 USA
",NA,NA,"0888-8892
","CONSERVATION BIOLOGY
",NA,NA,"23
","Indices of grassland biodiversity in the Chihuahuan Desert ecoregion
derived from remote sensing
","WOS:000170179600012
","1.0
","15
",NA,"25
",36
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Killingbeck, KT
Whitford, WG
","Killingbeck, KT
Whitford, WG
","351
","Univ Rhode Isl, Dept Biol Sci, Kingston, RI 02881 USA.
New Mexico State Univ, USDA, ARS Jornada Expt Range, Las Cruces, NM 88003 USA.
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"359
","ISI Export Format
",NA,NA,NA,NA,NA,"3
",NA,NA,NA,NA,NA,NA,NA,NA,"AUG
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Killingbeck, KT (reprint author), Univ Rhode Isl, Dept Biol Sci, Kingston, RI 02881 USA
",NA,NA,"0029-8549
","OECOLOGIA
",NA,NA,"19
","Nutrient resorption in shrubs growing by design, and by default in
Chihuahuan Desert arroyos
","WOS:000170499400006
","1.0
","128
",NA,"23
",37
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Jackson, RB
Carpenter, SR
Dahm, CN
McKnight, DM
Naiman, RJ
Postel, SL
Running, SW
","Jackson, RB
Carpenter, SR
Dahm, CN
McKnight, DM
Naiman, RJ
Postel, SL
Running, SW
","1027
","Duke Univ, Dept Biol, Durham, NC 27708 USA.
Duke Univ, Nicholas Sch Environm, Durham, NC 27708 USA.
Univ Wisconsin, Ctr Limnol, Madison, WI 53706 USA.
Univ New Mexico, Dept Biol, Albuquerque, NM 87131 USA.
Univ Colorado, Inst Arctic & Alpine Res, Boulder, CO 80309 USA.
Univ Washington, Sch Aquat & Fishery Sci, Seattle, WA 98195 USA.
Ctr Global Water Policy, Amherst, MA 01002 USA.
Univ Montana, Sch Forestry, Missoula, MT 59812 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.2307/3061010
",NA,NA,"1045
","ISI Export Format
",NA,NA,NA,NA,NA,"4
",NA,NA,NA,NA,NA,NA,NA,NA,"AUG
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Jackson, RB (reprint author), Duke Univ, Dept Biol, Phytotron Bldg, Durham, NC 27708 USA
",NA,NA,"1051-0761
","ECOLOGICAL APPLICATIONS
",NA,NA,"201
","Water in a changing world
","WOS:000170209200008
","1.0
","11
",NA,"205
",38
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Bestelmeyer, BT
Wiens, JA
","Bestelmeyer, BT
Wiens, JA
","1123
","Colorado State Univ, Dept Biol, Ft Collins, CO 80523 USA.
Colorado State Univ, Grad Degree Program Ecol, Ft Collins, CO 80523 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.2307/3061017
",NA,NA,"1140
","ISI Export Format
",NA,NA,NA,NA,NA,"4
",NA,NA,NA,NA,NA,NA,NA,NA,"AUG
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Bestelmeyer, BT (reprint author), New Mexico State Univ, USDA ARS Jornada Expt Range, MSC 3JER,Box 30003, Las Cruces, NM 88003 USA
",NA,NA,"1051-0761
","ECOLOGICAL APPLICATIONS
",NA,NA,"50
","Ant biodiversity in semiarid landscape mosaics: The consequences of
grazing vs. natural heterogeneity
","WOS:000170209200015
","1.0
","11
",NA,"55
",39
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Berger, J
Stacey, PB
Bellis, L
Johnson, MP
","Berger, J
Stacey, PB
Bellis, L
Johnson, MP
","947
","Wildlife Conservat Soc, Moose, WY 83012 USA.
Univ Nevada, Program Ecol Evolut & Conservat Biol, Reno, NV 89512 USA.
Univ New Mexico, Dept Biol, Albuquerque, NM 87131 USA.
Univ Nevada, Dept Environm & Resource Sci, Reno, NV 89512 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1890/1051-0761(2001)011[0947:AMPPIG]2.0.CO;2
",NA,NA,"960
","ISI Export Format
",NA,NA,NA,NA,NA,"4
",NA,NA,NA,NA,NA,NA,NA,NA,"AUG
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Berger, J (reprint author), POB 340, Moose, WY 83012 USA
",NA,NA,"1051-0761
","ECOLOGICAL APPLICATIONS
",NA,NA,"88
","A mammalian predator-prey imbalance: Grizzly bear and wolf extinction
affect avian neotropical migrants
","WOS:000170209200002
","1.0
","11
",NA,"93
",40
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Thompson, BC
Hughes, MA
Anderson, MC
","Thompson, BC
Hughes, MA
Anderson, MC
","229
","USGS, Biol Resources Div, New Mexico Cooperat Fish & Wildlife Res Unit, Las Cruces, NM 88003 USA.
New Mexico State Univ, New Mexico Cooperat Fish & Wildlife Res Unit, Las Cruces, NM 88003 USA.
New Mexico State Univ, Fishery & Wildlife Sci Dept, Las Cruces, NM 88003 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1016/S0006-3207(01)00026-X
",NA,NA,"242
","ISI Export Format
",NA,NA,NA,NA,NA,"2
",NA,NA,NA,NA,NA,NA,NA,NA,"AUG
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Thompson, BC (reprint author), USGS, Biol Resources Div, New Mexico Cooperat Fish & Wildlife Res Unit, POB 30003 MSC 4901, Las Cruces, NM 88003 USA
",NA,NA,"0006-3207
","BIOLOGICAL CONSERVATION
",NA,NA,"3
","Effects of including non-breeding bird species on predicted bird
distributions for conservation planning in New Mexico
","WOS:000169481400008
","1.0
","100
",NA,"3
",41
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Castellanos, J
Jaramillo, VJ
Sanford, RL
Kauffman, JB
","Castellanos, J
Jaramillo, VJ
Sanford, RL
Kauffman, JB
","41
","Univ Nacl Autonoma Mexico, Inst Ecol, Dept Ecol Recursos Nat, Morelia 58089, Michoacan, Mexico.
Univ Denver, Dept Biol Sci, Denver, CO 80208 USA.
Oregon State Univ, Dept Fisheries & Wildlife, Corvallis, OR 97331 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1016/S0378-1127(00)00523-5
",NA,"lugue@ate.cikos.unam.mx
","50
","ISI Export Format
",NA,NA,NA,NA,NA,"1-3
",NA,NA,NA,NA,NA,NA,NA,NA,"JUL 1
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Jaramillo, VJ (reprint author), Univ Nacl Autonoma Mexico, Inst Ecol, Dept Ecol Recursos Nat, Campus Morelia,AP 27-3 Xangari, Morelia 58089, Michoacan, Mexico
",NA,NA,"0378-1127
","FOREST ECOLOGY AND MANAGEMENT
",NA,NA,"21
","Slash-and-burn effects on fine root biomass and productivity in a
tropical dry forest ecosystem in Mexico
","WOS:000169328200004
","1.0
","148
",NA,"22
",42
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Lara, C
Ornelas, JF
","Lara, C
Ornelas, JF
","263
","Inst Ecol AC, Dept Ecol & Comportamiento Anim, Xalapa 91000, Veracruz, Mexico.
",NA,NA,NA,NA,NA,NA,NA,"10.1007/s004420100640
",NA,NA,"273
","ISI Export Format
",NA,NA,NA,NA,NA,"2
",NA,NA,NA,NA,NA,NA,NA,NA,"JUL
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Ornelas, JF (reprint author), Inst Ecol AC, Dept Ecol & Comportamiento Anim, Apdo Postal 63, Xalapa 91000, Veracruz, Mexico
",NA,NA,"0029-8549
","OECOLOGIA
",NA,NA,"37
","Preferential nectar robbing of flowers with long corollas: experimental
studies of two hummingbird species visiting three plant species
","WOS:000170392500013
","1.0
","128
",NA,"38
",43
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Velazquez, A
Romero, FJ
Rangel-Cordero, H
Heil, GW
","Velazquez, A
Romero, FJ
Rangel-Cordero, H
Heil, GW
","1059
","Univ Nacl Autonoma Mexico, Inst Geog, Mexico City, DF, Mexico.
UAM Xochimilco, Dept Hombre & Ambiente, Lab Ecol & Conservac Fauna Silvestre, Mexico City, DF, Mexico.
Univ Utrecht, Lab Plant Ecol & Evolutionary Biol, NL-3508 TC Utrecht, Netherlands.
",NA,NA,NA,NA,NA,NA,NA,"10.1023/A:1016602115132
",NA,"avm@hp.fciencias.unam.mx
","1075
","ISI Export Format
",NA,NA,NA,NA,NA,"7
",NA,NA,NA,NA,NA,NA,NA,NA,"JUL
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Velazquez, A (reprint author), Cruz Azul 14, Mexico City 14370, DF, Mexico
",NA,NA,"0960-3115
","BIODIVERSITY AND CONSERVATION
",NA,NA,"6
","Effects of landscape changes on mammalian assemblages at Izta-Popo
Volcanoes, Mexico
","WOS:000169648200004
","1.0
","10
",NA,"6
",44
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Hernandez, HM
Gomez-Hinostrosa, C
Barcenas, RT
","Hernandez, HM
Gomez-Hinostrosa, C
Barcenas, RT
","1097
","Univ Nacl Autonoma Mexico, Inst Biol, Mexico City 04510, DF, Mexico.
",NA,NA,NA,NA,NA,NA,NA,"10.1023/A:1016606216041
",NA,NA,"1112
","ISI Export Format
",NA,NA,NA,NA,NA,"7
",NA,NA,NA,NA,NA,NA,NA,NA,"JUL
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Hernandez, HM (reprint author), Univ Nacl Autonoma Mexico, Inst Biol, Ciudad Univ,Deleg Coyoacan,Apartado 70-233, Mexico City 04510, DF, Mexico
",NA,NA,"0960-3115
","BIODIVERSITY AND CONSERVATION
",NA,NA,"19
","Diversity, spatial arrangement, and endemism of Cactaceae in the
Huizache area, a hot-spot in the Chihuahuan Desert
","WOS:000169648200007
","1.0
","10
",NA,"20
",45
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Li, BL
Charnov, EL
","Li, BL
Charnov, EL
","247
","Univ New Mexico, Dept Biol, Albuquerque, NM 87131 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1016/S0304-3800(01)00320-9
",NA,NA,"254
","ISI Export Format
",NA,NA,NA,NA,NA,"3
",NA,NA,NA,NA,NA,NA,NA,NA,"JUN 15
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Li, BL (reprint author), Univ New Mexico, Dept Biol, 167 Castetter Hall, Albuquerque, NM 87131 USA, USA
",NA,NA,"0304-3800
","ECOLOGICAL MODELLING
",NA,NA,"16
","Diversity-stability relationships revisited: scaling rules for
biological communities near equilibrium
","WOS:000169719200006
","1.0
","140
",NA,"17
",46
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Pimienta-Barrios, E
Robles-Murguia, C
Nobel, PS
","Pimienta-Barrios, E
Robles-Murguia, C
Nobel, PS
","312
","Univ Guadalajara, CUCBA, Dept Ecol, Zapopan, Jalisco, Mexico.
Univ Calif Los Angeles, Dept Biol, OBEE, Los Angeles, CA 90095 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1646/0006-3606(2001)033[0312:NCUFAT]2.0.CO;2
",NA,NA,"318
","ISI Export Format
",NA,NA,NA,NA,NA,"2
",NA,NA,NA,NA,NA,NA,NA,NA,"JUN
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Pimienta-Barrios, E (reprint author), Univ Guadalajara, CUCBA, Dept Ecol, Zapopan, Jalisco, Mexico
",NA,NA,"0006-3606
","BIOTROPICA
",NA,NA,"10
","Net CO2 uptake for Agave tequilana in a warm and a temperate environment
","WOS:000169772000009
","1.0
","33
",NA,"10
",47
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Perez-Salicrup, DR
Claros, A
Guzman, R
Licona, JC
Ledezma, F
Pinard, MA
Putz, FE
","Perez-Salicrup, DR
Claros, A
Guzman, R
Licona, JC
Ledezma, F
Pinard, MA
Putz, FE
","324
","Univ Nacl Autonoma Mexico, Inst Ecol, Dept Ecol Recursos Nat, Morelia 58089, Michoacan, Mexico.
Proyecto Bolfor, Santa Cruz, Bolivia.
Univ Aberdeen, Dept Forestry, Aberdeen AB24 5UA, Scotland.
Univ Florida, Gainesville, FL 32611 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1646/0006-3606(2001)033[0324:CAEOCL]2.0.CO;2
",NA,NA,"329
","ISI Export Format
",NA,NA,NA,NA,NA,"2
",NA,NA,NA,NA,NA,NA,NA,NA,"JUN
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Perez-Salicrup, DR (reprint author), Univ Nacl Autonoma Mexico, Inst Ecol, Dept Ecol Recursos Nat, AP 27-3 Xangari, Morelia 58089, Michoacan, Mexico
",NA,NA,"0006-3606
","BIOTROPICA
",NA,NA,"13
","Cost and efficiency of cutting lianas in a lowland liana forest of
Bolivia
","WOS:000169772000011
","1.0
","33
",NA,"16
",48
